accession,evidence,location,MANUAL_MAP
Q12133,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9GQQ0,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
Q08AE8,ECO:0000269,Cytoplasm,Cytoplasm
Q08AE8,ECO:0000269,Cell membrane,Cell.membrane
Q52KF3,ECO:0000269,Cytoplasm,Cytoplasm
Q52KF3,ECO:0000269,Cell membrane,Cell.membrane
Q8K1S6,ECO:0000269,Cytoplasm,Cytoplasm
Q8K1S6,ECO:0000269,Cell membrane,Cell.membrane
Q9U1K1,ECO:0000269,Cytoplasm,Cytoplasm
Q9U1K1,ECO:0000269,Cell membrane,Cell.membrane
P86716,ECO:0000269,Secreted,Extracellular
B7Z0I7,ECO:0000269,Nucleus,Nucleus
B7Z0I7,ECO:0000269,Cytoplasm,Cytoplasm
B7Z0I7,ECO:0000269,Nucleus speckle,Nucleus
O95149,ECO:0000269,Nucleus,Nucleus
O95149,ECO:0000269,Cytoplasm,Cytoplasm
O36023,ECO:0000269,Cytoplasm,Cytoplasm
P86718,ECO:0000269,Secreted,Extracellular
P48008,ECO:0000269,Cytoplasm,Cytoplasm
P48009,ECO:0000269,Cytoplasm,Cytoplasm
Q8TCT6,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q8TCT6,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q8TCT6,ECO:0000269,Membrane,Cell.membrane
B8B0E2,ECO:0000269,Plastid,Plastid
Q40983,ECO:0000269,Plastid,Plastid
Q9SJW3,ECO:0000269,Cytoplasm,Cytoplasm
O00267,ECO:0000269,Nucleus,Nucleus
O43597,ECO:0000269,Cytoplasm,Cytoplasm
Q9C004,ECO:0000269,Cytoplasm,Cytoplasm
P21549,ECO:0000269,Peroxisome,Peroxisome
P21549,ECO:0000269,Mitochondrion,Mitochondrion
Q20961,ECO:0000269,Cell membrane,Cell.membrane
Q9UUD1,ECO:0000269,Nucleus,Nucleus
Q93890,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q977V2,ECO:0000269,Cytoplasm,Cytoplasm
Q9FXH7,ECO:0000269,Nucleus,Nucleus
Q07955,ECO:0000269,Cytoplasm,Cytoplasm
Q07955,ECO:0000269,Nucleus speckle,Nucleus
Q01130,ECO:0000269,Nucleus,Nucleus
Q01130,ECO:0000269,Nucleus speckle,Nucleus
Q04837,ECO:0000269,Mitochondrion,Mitochondrion
Q04837,ECO:0000269,Mitochondrion matrix,Mitochondrion
P83544,ECO:0000269,Secreted,Extracellular
P98167,ECO:0000269,Secreted,Extracellular
Q7TSE6,ECO:0000269,Cytoplasm,Cytoplasm
Q7TSE6,ECO:0000269,Membrane,Cell.membrane
O46640,ECO:0000269,Cytoplasm,Cytoplasm
P63047,ECO:0000269,Cytoplasm,Cytoplasm
O94864,ECO:0000269,Nucleus,Nucleus
P40763,ECO:0000269,Cytoplasm,Cytoplasm
P40763,ECO:0000269,Nucleus,Nucleus
Q19S50,ECO:0000269,Cytoplasm,Cytoplasm
Q19S50,ECO:0000269,Nucleus,Nucleus
Q70GP4,ECO:0000269,Nucleus,Nucleus
Q8N2I9,ECO:0000269,Nucleus,Nucleus
Q8N2I9,ECO:0000269,Cytoplasm,Cytoplasm
P11378,ECO:0000269,Nucleus,Nucleus
P11378,ECO:0000269,Chromosome,Nucleus
P11101,ECO:0000269,Nucleus,Nucleus
P11101,ECO:0000269,Chromosome,Nucleus
P38704,ECO:0000269,Nucleus,Nucleus
P56962,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P56962,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9D0I4,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9Z158,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9Z158,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9Z158,ECO:0000269,Cytoplasm,Cytoplasm
Q8R1Q0,ECO:0000269,Cell membrane,Cell.membrane
Q8R1Q0,ECO:0000269,Cytoplasm,Cytoplasm
Q8I0V0,ECO:0000269,Secreted,Extracellular
O61142,ECO:0000269,Secreted,Extracellular
L8G6I7,ECO:0000269,Secreted,Extracellular
Q9C5G0,ECO:0000269,Nucleus,Nucleus
P77499,ECO:0000269,Cytoplasm,Cytoplasm
Q84W65,ECO:0000269,Plastid,Plastid
Q84W65,ECO:0000269,Mitochondrion,Mitochondrion
Q9FXE3,ECO:0000269,Plastid,Plastid
Q9EXP1,ECO:0000269,Cytoplasm,Cytoplasm
P28159,ECO:0000269,Nucleus,Nucleus
P28159,ECO:0000269,Cytoplasm,Cytoplasm
P53032,ECO:0000269,Cytoplasm,Cytoplasm
P53032,ECO:0000269,Nucleus,Nucleus
Q12286,ECO:0000269,Nucleus,Nucleus
Q1JP63,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9Z2I7,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8MMH5,ECO:0000269,Secreted,Extracellular
P38869,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q8LFH5,ECO:0000269,Cell membrane,Cell.membrane
Q9ZV02,ECO:0000269,Cell membrane,Cell.membrane
Q9ZV02,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q04629,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9UUM2,ECO:0000269,Nucleus,Nucleus
P09547,ECO:0000269,Nucleus,Nucleus
F4JJT9,ECO:0000269,Plastid,Plastid
F4JJT9,ECO:0000269,Mitochondrion,Mitochondrion
Q6PI48,ECO:0000269,Mitochondrion matrix,Mitochondrion
O94242,ECO:0000269,Mitochondrion,Mitochondrion
O42870,ECO:0000269,Cytoplasm,Cytoplasm
O42849,ECO:0000269,Cytoplasm,Cytoplasm
O42849,ECO:0000269,Nucleus,Nucleus
P40748,ECO:0000269,Cell membrane,Cell.membrane
P50232,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9R0N5,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
P47861,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9R0N8,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9R0N8,ECO:0000269,Cytoplasm,Cytoplasm
Q9R0N8,ECO:0000269,Cell membrane,Cell.membrane
Q9R0N7,ECO:0000269,Cell junction,Cell.membrane
Q9R0N7,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9R0N7,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
Q9R0N7,ECO:0000269,Peroxisome membrane,Peroxisome
Q62747,ECO:0000269,Cell membrane,Cell.membrane
Q62747,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q62747,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
Q3TA38,ECO:0000269,Nucleus inner membrane,Nucleus
Q9H061,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q8IUX1,ECO:0000269,Mitochondrion membrane,Mitochondrion
P59537,ECO:0000269,Membrane,Cell.membrane
P59540,ECO:0000269,Membrane,Cell.membrane
Q9BSH4,ECO:0000269,Mitochondrion,Mitochondrion
P0C2E9,ECO:0000269,Secreted,Extracellular
Q893D9,ECO:0000269,Secreted,Extracellular
O74462,ECO:0000269,Nucleus,Nucleus
Q9R1C0,ECO:0000269,Nucleus,Nucleus
O13701,ECO:0000269,Nucleus,Nucleus
Q05021,ECO:0000269,Nucleus,Nucleus
P22091,ECO:0000269,Nucleus,Nucleus
C0HJX5,ECO:0000269,Cytoplasm,Cytoplasm
C0HJX5,ECO:0000269,Nucleus,Nucleus
Q9FUH9,ECO:0000269,Cytoplasm,Cytoplasm
P53072,ECO:0000269,Cytoplasm,Cytoplasm
P53072,ECO:0000269,Nucleus,Nucleus
Q197W8,ECO:0000269,Nucleus,Nucleus
Q197W8,ECO:0000269,Cytoplasm,Cytoplasm
P54507,ECO:0000269,Secreted,Extracellular
Q9HAI6,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
Q9HAI6,ECO:0000269,Nucleus,Nucleus
Q9HAI6,ECO:0000269,Cytoplasm,Cytoplasm
Q9UK61,ECO:0000269,Nucleus,Nucleus
Q9UK61,ECO:0000269,Chromosome,Nucleus
Q69ZR9,ECO:0000269,Nucleus,Nucleus
Q6C9I6,ECO:0000269,Chromosome,Nucleus
Q9BVA1,ECO:0000269,Cytoplasm,Cytoplasm
P02557,ECO:0000269,Cytoplasm,Cytoplasm
P34475,ECO:0000269,Cell junction,Cell.membrane
Q9BQ87,ECO:0000269,Nucleus,Nucleus
Q86XR7,ECO:0000269,Cytoplasm,Cytoplasm
Q86XR7,ECO:0000269,Cell membrane,Cell.membrane
Q8BJQ4,ECO:0000269,Cell membrane,Cell.membrane
Q12466,ECO:0000269,Cell membrane,Cell.membrane
Q12466,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P48231,ECO:0000269,Cell membrane,Cell.membrane
P48231,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q03640,ECO:0000269,Cell membrane,Cell.membrane
Q03640,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q8MIR0,ECO:0000269,Mitochondrion,Mitochondrion
Q9H147,ECO:0000269,Nucleus,Nucleus
Q5QJE6,ECO:0000269,Nucleus,Nucleus
Q5HYJ1,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q9M2U2,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9NZ01,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q99190,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q2MV57,ECO:0000269,Cytoplasm,Cytoplasm
Q7ZXE9,ECO:0000269,Cytoplasm,Cytoplasm
Q93XY5,ECO:0000269,Vacuole membrane,Lysosome/Vacuole
Q00403,ECO:0000269,Nucleus,Nucleus
Q00403,ECO:0000269,Chromosome,Nucleus
Q22703,ECO:0000269,Nucleus,Nucleus
Q17784,ECO:0000269,Nucleus,Nucleus
Q8GXN9,ECO:0000269,Nucleus speckle,Nucleus
Q8GXN9,ECO:0000269,Nucleus,Nucleus
P54857,ECO:0000269,Mitochondrion,Mitochondrion
P54857,ECO:0000269,Mitochondrion intermembrane space,Mitochondrion
Q9Y827,ECO:0000269,Cytoplasm,Cytoplasm
P24557,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P63058,ECO:0000269,Cytoplasm,Cytoplasm
P63058,ECO:0000269,Nucleus,Nucleus
O94278,ECO:0000269,Nucleus,Nucleus
Q07904,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q04083,ECO:0000269,Mitochondrion membrane,Mitochondrion
P13437,ECO:0000269,Mitochondrion,Mitochondrion
Q92748,ECO:0000269,Nucleus,Nucleus
Q92748,ECO:0000269,Cytoplasm,Cytoplasm
Q62264,ECO:0000269,Nucleus,Nucleus
Q62264,ECO:0000269,Cytoplasm,Cytoplasm
P04143,ECO:0000269,Nucleus,Nucleus
P42286,ECO:0000269,Cytoplasm,Cytoplasm
Q495A1,ECO:0000269,Cell membrane,Cell.membrane
Q9Y5L4,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q7SBR3,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P53299,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P53299,ECO:0000269,Mitochondrion intermembrane space,Mitochondrion
Q8J1Z1,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O74700,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O74700,ECO:0000269,Mitochondrion intermembrane space,Mitochondrion
Q8R183,ECO:0000269,Cell membrane,Cell.membrane
P20414,ECO:0000269,Secreted,Extracellular
P01033,ECO:0000269,Secreted,Extracellular
P12032,ECO:0000269,Secreted,Extracellular
P49061,ECO:0000269,Secreted,Extracellular
P35624,ECO:0000269,Secreted,Extracellular
M9P2C1,ECO:0000269,Secreted,Extracellular
P81760,ECO:0000269,Plastid,Plastid
P81778,ECO:0000269,Plastid,Plastid
P85304,ECO:0000269,Plastid,Plastid
P82658,ECO:0000269,Plastid,Plastid
Q9SW33,ECO:0000269,Plastid,Plastid
Q8H1Q1,ECO:0000269,Plastid,Plastid
P83090,ECO:0000269,Plastid,Plastid
P85305,ECO:0000269,Plastid,Plastid
P82281,ECO:0000269,Plastid,Plastid
Q9THX6,ECO:0000269,Plastid,Plastid
P83092,ECO:0000269,Plastid,Plastid
Q39002,ECO:0000269,Plastid,Plastid
P63002,ECO:0000269,Nucleus,Nucleus
Q9WVB3,ECO:0000269,Cytoplasm,Cytoplasm
Q8N3G9,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9H6X4,ECO:0000269,Cytoplasm,Cytoplasm
Q53S58,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q6JAM9,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8IU68,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q15363,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q15363,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q15363,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q63524,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q63524,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q63524,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9Y3Q3,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9Y3Q3,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6AY25,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q6AY25,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8R1V4,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9Y3A6,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9Y3A6,ECO:0000269,Golgi apparatus,Golgi.apparatus
D3ZTX0,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
D3ZTX0,ECO:0000269,Golgi apparatus,Golgi.apparatus
P28289,ECO:0000269,Cytoplasm,Cytoplasm
Q9NZQ9,ECO:0000269,Cytoplasm,Cytoplasm
Q8NDV7,ECO:0000269,Cytoplasm,Cytoplasm
Q9UPQ9,ECO:0000269,Cytoplasm,Cytoplasm
P51867,ECO:0000269,Cell membrane,Cell.membrane
P25445,ECO:0000269,Cell membrane,Cell.membrane
Q9C5W7,ECO:0000269,Vacuole membrane,Lysosome/Vacuole
Q15785,ECO:0000269,Cytoplasm,Cytoplasm
Q15785,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
Q18090,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
O96008,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
Q9SD80,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
P11388,ECO:0000269,Cytoplasm,Cytoplasm
P11388,ECO:0000269,Nucleus,Nucleus
P83248,ECO:0000269,Secreted,Extracellular
Q9FR53,ECO:0000269,Cytoplasm,Cytoplasm
Q9FR53,ECO:0000269,Nucleus,Nucleus
Q95Q95,ECO:0000269,Nucleus,Nucleus
Q9BLM6,ECO:0000269,Cell membrane,Cell.membrane
C4QM85,ECO:0000269,Cell membrane,Cell.membrane
Q5J7P3,ECO:0000269,Cell membrane,Cell.membrane
Q06266,ECO:0000269,Nucleus,Nucleus
A1Z8P9,ECO:0000269,Nucleus,Nucleus
A1Z8P9,ECO:0000269,Nucleus matrix,Nucleus
A1Z8P9,ECO:0000269,Nucleus lamina,Nucleus
A1Z8P9,ECO:0000269,Nucleus envelope,Nucleus
A1Z8P9,ECO:0000269,Nucleus membrane,Nucleus
A1Z8P9,ECO:0000269,Cytoplasm,Cytoplasm
A1Z8P9,ECO:0000269,Chromosome,Nucleus
P12270,ECO:0000269,Nucleus,Nucleus
P12270,ECO:0000269,Nucleus membrane,Nucleus
P12270,ECO:0000269,Nucleus envelope,Nucleus
P12270,ECO:0000269,Cytoplasm,Cytoplasm
P12270,ECO:0000269,Chromosome,Nucleus
F6ZDS4,ECO:0000269,Nucleus envelope,Nucleus
F6ZDS4,ECO:0000269,Nucleus,Nucleus
F1MA98,ECO:0000269,Nucleus,Nucleus
Q5EE04,ECO:0000269,Nucleus,Nucleus
A4FVP2,ECO:0000269,Cytoplasm,Cytoplasm
A4FVP2,ECO:0000269,Plastid,Plastid
Q09723,ECO:0000269,Cytoplasm,Cytoplasm
Q09723,ECO:0000269,Nucleus,Nucleus
P53738,ECO:0000269,Cytoplasm,Cytoplasm
P53738,ECO:0000269,Nucleus,Nucleus
Q9FY61,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q6PD31,ECO:0000269,Cytoplasm,Cytoplasm
Q01685,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P10026,ECO:0000269,Cytoplasm,Cytoplasm
Q15629,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q91V04,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O42893,ECO:0000269,Cytoplasm,Cytoplasm
Q7KVS9,ECO:0000269,Cytoplasm,Cytoplasm
P48561,ECO:0000269,Nucleus,Nucleus
Q9UDY6,ECO:0000269,Cytoplasm,Cytoplasm
Q99PQ2,ECO:0000269,Cytoplasm,Cytoplasm
Q99PQ2,ECO:0000269,Nucleus,Nucleus
Q922Y2,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9ESN6,ECO:0000269,Cytoplasm,Cytoplasm
Q9R1R2,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9C037,ECO:0000269,Cytoplasm,Cytoplasm
P86578,ECO:0000269,Secreted,Extracellular
P86585,ECO:0000269,Secreted,Extracellular
P86590,ECO:0000269,Secreted,Extracellular
P86597,ECO:0000269,Secreted,Extracellular
P86561,ECO:0000269,Secreted,Extracellular
P86567,ECO:0000269,Secreted,Extracellular
P86573,ECO:0000269,Secreted,Extracellular
P86579,ECO:0000269,Secreted,Extracellular
P86586,ECO:0000269,Secreted,Extracellular
P86591,ECO:0000269,Secreted,Extracellular
P86598,ECO:0000269,Secreted,Extracellular
P86562,ECO:0000269,Secreted,Extracellular
P86568,ECO:0000269,Secreted,Extracellular
P86574,ECO:0000269,Secreted,Extracellular
Q9Y606,ECO:0000269,Mitochondrion,Mitochondrion
Q9Y606,ECO:0000269,Nucleus,Nucleus
Q8WWH5,ECO:0000269,Nucleus,Nucleus
Q8WWH5,ECO:0000269,Cytoplasm,Cytoplasm
C0HJJ9,ECO:0000269,Secreted,Extracellular
J3S6Y1,ECO:0000269,Secreted,Extracellular
J3S6Y1,ECO:0000269,Cell surface,Extracellular
Q9KS43,ECO:0000269,Secreted,Extracellular
Q9BZW7,ECO:0000269,Cytoplasm,Cytoplasm
Q9Z220,ECO:0000269,Cytoplasm,Cytoplasm
Q9QZE7,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9JHB5,ECO:0000269,Golgi apparatus,Golgi.apparatus
O74955,ECO:0000269,Cytoplasm,Cytoplasm
O74955,ECO:0000269,Nucleus,Nucleus
Q15631,ECO:0000269,Cytoplasm,Cytoplasm
Q15631,ECO:0000269,Nucleus,Nucleus
P06886,ECO:0000269,Secreted,Extracellular
Q8NFU3,ECO:0000269,Cytoplasm,Cytoplasm
C0HLF1,ECO:0000269,Cell membrane,Cell.membrane
C0HLF1,ECO:0000269,Cytoplasm,Cytoplasm
Q55FT4,ECO:0000269,Cytoplasm,Cytoplasm
O46375,ECO:0000269,Secreted,Extracellular
P27731,ECO:0000269,Secreted,Extracellular
O55245,ECO:0000269,Secreted,Extracellular
P31779,ECO:0000269,Secreted,Extracellular
Q29616,ECO:0000269,Secreted,Extracellular
P49141,ECO:0000269,Secreted,Extracellular
P49142,ECO:0000269,Secreted,Extracellular
P50390,ECO:0000269,Secreted,Extracellular
P07489,ECO:0000269,Secreted,Extracellular
P02767,ECO:0000269,Secreted,Extracellular
O46654,ECO:0000269,Secreted,Extracellular
Q86PC9,ECO:0000269,Cytoplasm,Cytoplasm
Q86PC9,ECO:0000269,Nucleus,Nucleus
Q8L7M0,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q09715,ECO:0000269,Nucleus,Nucleus
P49270,ECO:0000269,Secreted,Extracellular
P49272,ECO:0000269,Secreted,Extracellular
P85270,ECO:0000269,Secreted,Extracellular
P0DSL4,ECO:0000269,Secreted,Extracellular
P83895,ECO:0000269,Secreted,Extracellular
P81789,ECO:0000269,Secreted,Extracellular
P83909,ECO:0000269,Secreted,Extracellular
P0DL38,ECO:0000269,Secreted,Extracellular
P83896,ECO:0000269,Secreted,Extracellular
P29425,ECO:0000269,Secreted,Extracellular
P83904,ECO:0000269,Secreted,Extracellular
P85276,ECO:0000269,Secreted,Extracellular
O76199,ECO:0000269,Secreted,Extracellular
P85275,ECO:0000269,Secreted,Extracellular
P85277,ECO:0000269,Secreted,Extracellular
P0CF01,ECO:0000269,Secreted,Extracellular
C0HJK0,ECO:0000269,Secreted,Extracellular
W5U5X5,ECO:0000269,Secreted,Extracellular
C0HKD0,ECO:0000269,Secreted,Extracellular
A9CM07,ECO:0000269,Secreted,Extracellular
P84509,ECO:0000269,Secreted,Extracellular
P86117,ECO:0000269,Secreted,Extracellular
P84510,ECO:0000269,Secreted,Extracellular
P0C246,ECO:0000269,Secreted,Extracellular
O95881,ECO:0000269,Endoplasmic reticulum lumen,Endoplasmic.reticulum
Q9CQU0,ECO:0000269,Endoplasmic reticulum lumen,Endoplasmic.reticulum
Q9P2K2,ECO:0000269,Secreted,Extracellular
Q9P2K2,ECO:0000269,Endoplasmic reticulum lumen,Endoplasmic.reticulum
Q9BRA2,ECO:0000269,Cytoplasm,Cytoplasm
B3EWU7,ECO:0000269,Secreted,Extracellular
B3EWW2,ECO:0000269,Secreted,Extracellular
B3EWV0,ECO:0000269,Secreted,Extracellular
B3EWX0,ECO:0000269,Secreted,Extracellular
B3EWX2,ECO:0000269,Secreted,Extracellular
B3EWX3,ECO:0000269,Secreted,Extracellular
B3EWX4,ECO:0000269,Secreted,Extracellular
P0DSL9,ECO:0000269,Secreted,Extracellular
P0DSM0,ECO:0000269,Secreted,Extracellular
P0DSM1,ECO:0000269,Secreted,Extracellular
Q8JZU2,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O60078,ECO:0000269,Cytoplasm,Cytoplasm
P25490,ECO:0000269,Nucleus matrix,Nucleus
Q00899,ECO:0000269,Nucleus,Nucleus
Q00899,ECO:0000269,Nucleus matrix,Nucleus
Q00899,ECO:0000269,Cytoplasm,Cytoplasm
P10074,ECO:0000269,Chromosome,Nucleus
Q9CAE4,ECO:0000269,Nucleus,Nucleus
Q8VY74,ECO:0000269,Nucleus speckle,Nucleus
P0C352,ECO:0000269,Secreted,Extracellular
W0SKS3,ECO:0000269,Plastid,Plastid
P0DJC0,ECO:0000269,Secreted,Extracellular
P58845,ECO:0000269,Secreted,Extracellular
P83301,ECO:0000269,Secreted,Extracellular
Q9NZ09,ECO:0000269,Cytoplasm,Cytoplasm
E9Q735,ECO:0000269,Cytoplasm,Cytoplasm
O95155,ECO:0000269,Cytoplasm,Cytoplasm
Q9ES00,ECO:0000269,Cytoplasm,Cytoplasm
Q9ES00,ECO:0000269,Nucleus,Nucleus
Q09349,ECO:0000269,Cytoplasm,Cytoplasm
Q09349,ECO:0000269,Nucleus membrane,Nucleus
Q09349,ECO:0000269,Nucleus,Nucleus
P25976,ECO:0000269,Nucleus,Nucleus
Q9CQ84,ECO:0000269,Cytoplasm,Cytoplasm
Q9BZL1,ECO:0000269,Cytoplasm,Cytoplasm
Q9VRP5,ECO:0000269,Nucleus,Nucleus
Q9VRP5,ECO:0000269,Cytoplasm,Cytoplasm
Q9P275,ECO:0000269,Nucleus,Nucleus
Q9P275,ECO:0000269,Cytoplasm,Cytoplasm
Q9QZM0,ECO:0000269,Cytoplasm,Cytoplasm
Q9QZM0,ECO:0000269,Nucleus,Nucleus
Q9QZM0,ECO:0000269,Membrane,Cell.membrane
Q9NRR5,ECO:0000269,Nucleus,Nucleus
Q9NRR5,ECO:0000269,Cytoplasm,Cytoplasm
Q9NRR5,ECO:0000269,Chromosome,Nucleus
Q9NRR5,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q99NB8,ECO:0000269,Nucleus,Nucleus
Q99NB8,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q99NB8,ECO:0000269,Cytoplasm,Cytoplasm
Q8IWV7,ECO:0000269,Cytoplasm,Cytoplasm
Q6WKZ8,ECO:0000269,Nucleus,Nucleus
P07056,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P61960,ECO:0000269,Nucleus,Nucleus
P61960,ECO:0000269,Cytoplasm,Cytoplasm
P61961,ECO:0000269,Nucleus,Nucleus
P61961,ECO:0000269,Cytoplasm,Cytoplasm
P85358,ECO:0000269,Secreted,Extracellular
O59819,ECO:0000269,Cytoplasm,Cytoplasm
O59819,ECO:0000269,Nucleus,Nucleus
F4IY62,ECO:0000269,Plastid,Plastid
Q16851,ECO:0000269,Cytoplasm,Cytoplasm
Q2FZP7,ECO:0000269,Cell membrane,Cell.membrane
O74416,ECO:0000269,Cytoplasm,Cytoplasm
O74416,ECO:0000269,Nucleus,Nucleus
Q9ZUX4,ECO:0000269,Mitochondrion,Mitochondrion
G5EDZ2,ECO:0000269,Cytoplasm,Cytoplasm
P12887,ECO:0000269,Mitochondrion,Mitochondrion
P12887,ECO:0000269,Nucleus,Nucleus
Q86B79,ECO:0000269,Cytoplasm,Cytoplasm
Q12063,ECO:0000269,Nucleus membrane,Nucleus
P27515,ECO:0000269,Cytoplasm,Cytoplasm
P27515,ECO:0000269,Nucleus,Nucleus
O94621,ECO:0000269,Nucleus,Nucleus
H2A0P1,ECO:0000269,Secreted,Extracellular
H2A0P2,ECO:0000269,Secreted,Extracellular
H2A0P3,ECO:0000269,Secreted,Extracellular
B3A0R3,ECO:0000269,Secreted,Extracellular
B3A0R5,ECO:0000269,Secreted,Extracellular
P86958,ECO:0000269,Secreted,Extracellular
H2A0M4,ECO:0000269,Secreted,Extracellular
B3A0S0,ECO:0000269,Secreted,Extracellular
B3A0P4,ECO:0000269,Secreted,Extracellular
P86962,ECO:0000269,Secreted,Extracellular
H2A0M5,ECO:0000269,Secreted,Extracellular
Q9HE11,ECO:0000269,Nucleus,Nucleus
Q04177,ECO:0000269,Nucleus,Nucleus
Q9NYH9,ECO:0000269,Nucleus,Nucleus
Q02354,ECO:0000269,Nucleus,Nucleus
Q9P4X3,ECO:0000269,Nucleus,Nucleus
P40055,ECO:0000269,Nucleus,Nucleus
P53276,ECO:0000269,Nucleus,Nucleus
P38882,ECO:0000269,Nucleus,Nucleus
O64503,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q29Q28,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q5AJC0,ECO:0000269,Secreted,Extracellular
Q9M9S6,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9M9S6,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q5PQX0,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9LZI2,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9FIE8,ECO:0000269,Cytoplasm,Cytoplasm
F4IHS9,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
F4IHS9,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
